Name,State,Term,Party
"SATTERFIELD, David Edward, III",Virginia,92nd Congress (1971-1973),Democrat
"POFF, Richard Harding",Virginia,92nd Congress (1971-1973),Republican
"NELSEN, Ancher",Minnesota,92nd Congress (1971-1973),Republican
"BROYHILL, James Thomas",North Carolina,92nd Congress (1971-1973),Republican
"CEDERBERG, Elford Albin",Michigan,92nd Congress (1971-1973),Republican
"HUNT, John Edmund",New Jersey,92nd Congress (1971-1973),Republican
"LUJÁN, Manuel, Jr.",New Mexico,92nd Congress (1971-1973),Republican
"BELCHER, Page Henry",Oklahoma,92nd Congress (1971-1973),Republican
"ESHLEMAN, Edwin Duing",Pennsylvania,92nd Congress (1971-1973),Republican
"HOSMER, Craig",California,92nd Congress (1971-1973),Republican
"SEBELIUS, Keith George",Kansas,92nd Congress (1971-1973),Republican
"WYDLER, John Waldemar",New York,92nd Congress (1971-1973),Republican
"FORD, Gerald Rudolph, Jr.",Michigan,92nd Congress (1971-1973),Republican
"DELLENBACK, John Richard",Oregon,92nd Congress (1971-1973),Republican
"ZION, Roger Herschel",Indiana,92nd Congress (1971-1973),Republican
"McCULLOCH, William Moore",Ohio,92nd Congress (1971-1973),Republican
"McCOLLISTER, John Yetter",Nebraska,92nd Congress (1971-1973),Republican
"RUTH, Earl Baker",North Carolina,92nd Congress (1971-1973),Republican
"MALLARY, Richard Walker",Vermont,92nd Congress (1971-1973),Republican
"BROWN, Clarence J., Jr.",Ohio,92nd Congress (1971-1973),Republican
"KEMP, Jack French",New York,92nd Congress (1971-1973),Republican
"ARENDS, Leslie Cornelius",Illinois,92nd Congress (1971-1973),Republican
"BROWN, Garry Eldridge",Michigan,92nd Congress (1971-1973),Republican
"JONAS, Charles Raper",North Carolina,92nd Congress (1971-1973),Republican
"WARE, John Haines, III",Pennsylvania,92nd Congress (1971-1973),Republican
"PRICE, Robert Dale",Texas,92nd Congress (1971-1973),Republican
"MAYNE, Wiley",Iowa,92nd Congress (1971-1973),Republican
"BAKER, LaMar",Tennessee,92nd Congress (1971-1973),Republican
"CARLSON, Cliffard Dale",Illinois,92nd Congress (1971-1973),Republican
"CONOVER, William Sheldrick, II",Pennsylvania,92nd Congress (1971-1973),Republican
"MINSHALL, William Edwin, Jr.",Ohio,92nd Congress (1971-1973),Republican
"ERLENBORN, John Neal",Illinois,92nd Congress (1971-1973),Republican
"KYL, John Henry",Iowa,92nd Congress (1971-1973),Republican
"SPENCE, Floyd Davidson",South Carolina,92nd Congress (1971-1973),Republican
"KING, Carleton James",New York,92nd Congress (1971-1973),Republican
"YOUNG, Charles William (Bill)",Florida,92nd Congress (1971-1973),Republican
"FORSYTHE, Edwin Bell",New Jersey,92nd Congress (1971-1973),Republican
"BYRNES, John William",Wisconsin,92nd Congress (1971-1973),Republican
"MARTIN, David Thomas",Nebraska,92nd Congress (1971-1973),Republican
"RARICK, John Richard",Louisiana,92nd Congress (1971-1973),Democrat
"ROBINSON, James Kenneth",Virginia,92nd Congress (1971-1973),Republican
"TERRY, John Hart",New York,92nd Congress (1971-1973),Republican
"STEIGER, William Albert",Wisconsin,92nd Congress (1971-1973),Republican
"DERWINSKI, Edward Joseph",Illinois,92nd Congress (1971-1973),Republican
"FRENZEL, William Eldridge",Minnesota,92nd Congress (1971-1973),Republican
"GOLDWATER, Barry Morris, Jr.",California,92nd Congress (1971-1973),Republican
"BETTS, Jackson Edward",Ohio,92nd Congress (1971-1973),Republican
"WIGGINS, Charles Edward",California,92nd Congress (1971-1973),Republican
"REID, Charlotte Thompson",Illinois,92nd Congress (1971-1973),Republican
"SCHERLE, William Joseph",Iowa,92nd Congress (1971-1973),Republican
"POWELL, Walter Eugene",Ohio,92nd Congress (1971-1973),Republican
"CONABLE, Barber Benjamin, Jr.",New York,92nd Congress (1971-1973),Republican
"MICHEL, Robert Henry",Illinois,92nd Congress (1971-1973),Republican
"BOW, Frank Townsend",Ohio,92nd Congress (1971-1973),Republican
"COLLIER, Harold Reginald",Illinois,92nd Congress (1971-1973),Republican
"BLACKBURN, Benjamin Bentley",Georgia,92nd Congress (1971-1973),Republican
"SCHNEEBELI, Herman Theodore",Pennsylvania,92nd Congress (1971-1973),Republican
"LATTA, Delbert Leroy",Ohio,92nd Congress (1971-1973),Republican
"DICKINSON, William Louis",Alabama,92nd Congress (1971-1973),Republican
"CLANCY, Donald Daniel",Ohio,92nd Congress (1971-1973),Republican
"CAMP, John Newbold Happy",Oklahoma,92nd Congress (1971-1973),Republican
"MILLER, Clarence E.",Ohio,92nd Congress (1971-1973),Republican
"SMITH, H. Allen",California,92nd Congress (1971-1973),Republican
"SCOTT, William Lloyd",Virginia,92nd Congress (1971-1973),Republican
"DAVIS, Glenn Robert",Wisconsin,92nd Congress (1971-1973),Republican
"HUTCHINSON, J. Edward",Michigan,92nd Congress (1971-1973),Republican
"STEIGER, Sam",Arizona,92nd Congress (1971-1973),Republican
"GOODLING, George Atlee",Pennsylvania,92nd Congress (1971-1973),Republican
"CLAWSON, Delwin Morgan",California,92nd Congress (1971-1973),Republican
"McCLURE, James Albertus",Idaho,92nd Congress (1971-1973),Republican
"ARCHER, William Reynolds, Jr.",Texas,92nd Congress (1971-1973),Republican
"DEVINE, Samuel Leeper",Ohio,92nd Congress (1971-1973),Republican
"DENNIS, David Worth",Indiana,92nd Congress (1971-1973),Republican
"ROUSSELOT, John Harbin",California,92nd Congress (1971-1973),Republican
"ASHBROOK, John Milan",Ohio,92nd Congress (1971-1973),Republican
"COLLINS, James Mitchell",Texas,92nd Congress (1971-1973),Republican
"CRANE, Philip Miller",Illinois,92nd Congress (1971-1973),Republican
"LANDGREBE, Earl Fredrick",Indiana,92nd Congress (1971-1973),Republican
"HALL, Durward Gorham",Missouri,92nd Congress (1971-1973),Republican
"SCHMITZ, John George",California,92nd Congress (1971-1973),Republican
"GROSS, Harold Royce",Iowa,92nd Congress (1971-1973),Republican
"CONYERS, John, Jr.",Michigan,93rd Congress (1973-1975),Democrat
"DELLUMS, Ronald V.",California,93rd Congress (1973-1975),Democrat
"BURTON, Phillip",California,93rd Congress (1973-1975),Democrat
"STARK, Fortney Hillman (Pete), Jr.",California,93rd Congress (1973-1975),Democrat
"ROYBAL, Edward R.",California,93rd Congress (1973-1975),Democrat
"CHISHOLM, Shirley Anita",New York,93rd Congress (1973-1975),Democrat
"EDWARDS, William Donlon (Don)",California,93rd Congress (1973-1975),Democrat
"BADILLO, Herman",New York,93rd Congress (1973-1975),Democrat
"ABZUG, Bella Savitzky",New York,93rd Congress (1973-1975),Democrat
"YOUNG, Andrew Jackson, Jr.",Georgia,93rd Congress (1973-1975),Democrat
"MOSS, John Emerson",California,93rd Congress (1973-1975),Democrat
"STOKES, Louis",Ohio,93rd Congress (1973-1975),Democrat
"BURKE, Yvonne Brathwaite",California,93rd Congress (1973-1975),Democrat
"METCALFE, Ralph Harold",Illinois,93rd Congress (1973-1975),Democrat
"ROSENTHAL, Benjamin Stanley",New York,93rd Congress (1973-1975),Democrat
"COLLINS, Cardiss",Illinois,93rd Congress (1973-1975),Democrat
"ECKHARDT, Robert Christian",Texas,93rd Congress (1973-1975),Democrat
"DIGGS, Charles Coles, Jr.",Michigan,93rd Congress (1973-1975),Democrat
"GONZÁLEZ, Henry B.",Texas,93rd Congress (1973-1975),Democrat
"NIX, Robert Nelson Cornelius, Sr.",Pennsylvania,93rd Congress (1973-1975),Democrat
"CORMAN, James Charles",California,93rd Congress (1973-1975),Democrat
"MITCHELL, Parren James",Maryland,93rd Congress (1973-1975),Democrat
"DENHOLM, Frank Edward",South Dakota,93rd Congress (1973-1975),Democrat
"JORDAN, Barbara Charline",Texas,93rd Congress (1973-1975),Democrat
"HAWKINS, Augustus Freeman (Gus)",California,93rd Congress (1973-1975),Democrat
"FORD, William David",Michigan,93rd Congress (1973-1975),Democrat
"KASTENMEIER, Robert William",Wisconsin,93rd Congress (1973-1975),Democrat
"RANGEL, Charles B.",New York,93rd Congress (1973-1975),Democrat
"MINK, Patsy Takemoto",Hawaii,93rd Congress (1973-1975),Democrat
"THOMPSON, Frank, Jr.",New Jersey,93rd Congress (1973-1975),Democrat
"BINGHAM, Jonathan Brewster",New York,93rd Congress (1973-1975),Democrat
"BROWN, George Edward, Jr.",California,93rd Congress (1973-1975),Democrat
"WALDIE, Jerome Russell",California,93rd Congress (1973-1975),Democrat
"BOLLING, Richard Walker",Missouri,93rd Congress (1973-1975),Democrat
"SEIBERLING, John Frederick",Ohio,93rd Congress (1973-1975),Democrat
"YATES, Sidney Richard",Illinois,93rd Congress (1973-1975),Democrat
"HOLTZMAN, Elizabeth",New York,93rd Congress (1973-1975),Democrat
"CLAY, William Lacy, Sr.",Missouri,93rd Congress (1973-1975),Democrat
"HELSTOSKI, Henry",New Jersey,93rd Congress (1973-1975),Democrat
"REES, Thomas Mankell",California,93rd Congress (1973-1975),Democrat
"LEHMAN, William",Florida,93rd Congress (1973-1975),Democrat
"REUSS, Henry Schoellkopf",Wisconsin,93rd Congress (1973-1975),Democrat
"BLATNIK, John Anton",Minnesota,93rd Congress (1973-1975),Democrat
"CARNEY, Charles Joseph",Ohio,93rd Congress (1973-1975),Democrat
"HARRINGTON, Michael Joseph",Massachusetts,93rd Congress (1973-1975),Democrat
"DANIELSON, George Elmore",California,93rd Congress (1973-1975),Democrat
"BURLISON, Bill D.",Missouri,93rd Congress (1973-1975),Democrat
"BARRETT, William Aloysius",Pennsylvania,93rd Congress (1973-1975),Democrat
"FRASER, Donald MacKay",Minnesota,93rd Congress (1973-1975),Democrat
"PODELL, Bertram L.",New York,93rd Congress (1973-1975),Democrat
"LEGGETT, Robert Louis",California,93rd Congress (1973-1975),Democrat
"McFALL, John Joseph",California,93rd Congress (1973-1975),Democrat
"HOLIFIELD, Chester Earl",California,93rd Congress (1973-1975),Democrat
"KOCH, Edward Irving",New York,93rd Congress (1973-1975),Democrat
"BRADEMAS, John",Indiana,93rd Congress (1973-1975),Democrat
"RONCALIO, Teno",Wyoming,93rd Congress (1973-1975),Democrat
"MEEDS, Edwin Lloyd",Washington,93rd Congress (1973-1975),Democrat
"OBEY, David Ross",Wisconsin,93rd Congress (1973-1975),Democrat
"O'HARA, James Grant",Michigan,93rd Congress (1973-1975),Democrat
"DINGELL, John David, Jr.",Michigan,93rd Congress (1973-1975),Democrat
"STUDDS, Gerry Eastman",Massachusetts,93rd Congress (1973-1975),Democrat
"EILBERG, Joshua",Pennsylvania,93rd Congress (1973-1975),Democrat
"JOHNSON, Harold Terry",California,93rd Congress (1973-1975),Democrat
"SARBANES, Paul Spyros",Maryland,93rd Congress (1973-1975),Democrat
"RODINO, Peter Wallace, Jr.",New Jersey,93rd Congress (1973-1975),Democrat
"HOWARD, James John",New Jersey,93rd Congress (1973-1975),Democrat
"PRICE, Charles Melvin",Illinois,93rd Congress (1973-1975),Democrat
"NEDZI, Lucien Norbert",Michigan,93rd Congress (1973-1975),Democrat
"PATTEN, Edward James",New Jersey,93rd Congress (1973-1975),Democrat
"BRASCO, Frank James",New York,93rd Congress (1973-1975),Democrat
"MADDEN, Ray John",Indiana,93rd Congress (1973-1975),Democrat
"DRINAN, Robert Frederick",Massachusetts,93rd Congress (1973-1975),Democrat
"PEPPER, Claude Denson",Florida,93rd Congress (1973-1975),Democrat
"MOAKLEY, John Joseph",Massachusetts,93rd Congress (1973-1975),Ind. Democrat
"MOORHEAD, William Singer",Pennsylvania,93rd Congress (1973-1975),Democrat
"GREEN, William Joseph",Pennsylvania,93rd Congress (1973-1975),Democrat
"MEZVINSKY, Edward Maurice",Iowa,93rd Congress (1973-1975),Democrat
"HICKS, Floyd Verne",Washington,93rd Congress (1973-1975),Democrat
"BURTON, John Lowell",California,93rd Congress (1973-1975),Democrat
"ALEXANDER, William Vollie (Bill), Jr.",Arkansas,93rd Congress (1973-1975),Democrat
"CULVER, John Chester",Iowa,93rd Congress (1973-1975),Democrat
"BROOKS, Jack Bascom",Texas,93rd Congress (1973-1975),Democrat
"MURPHY, John Michael",New York,93rd Congress (1973-1975),Democrat
"ADDABBO, Joseph Patrick",New York,93rd Congress (1973-1975),Democrat
"O'NEILL, Thomas Philip, Jr. (Tip)",Massachusetts,93rd Congress (1973-1975),Democrat
"VAN DEERLIN, Lionel",California,93rd Congress (1973-1975),Democrat
"BURKE, James Anthony",Massachusetts,93rd Congress (1973-1975),Democrat
"FASCELL, Dante Bruno",Florida,93rd Congress (1973-1975),Democrat
"MURPHY, Morgan Francis",Illinois,93rd Congress (1973-1975),Democrat
"ANNUNZIO, Frank",Illinois,93rd Congress (1973-1975),Democrat
"PATMAN, John William Wright",Texas,93rd Congress (1973-1975),Democrat
"ADAMS, Brockman (Brock)",Washington,93rd Congress (1973-1975),Democrat
"MORGAN, Thomas Ellsworth",Pennsylvania,93rd Congress (1973-1975),Democrat
"TIERNAN, Robert Owens",Rhode Island,93rd Congress (1973-1975),Democrat
"HANSEN, Julia Butler",Washington,93rd Congress (1973-1975),Democrat
"REID, Ogden Rogers",New York,93rd Congress (1973-1975),Democrat
"ALBERT, Carl Bert",Oklahoma,93rd Congress (1973-1975),Democrat
"ROSTENKOWSKI, Daniel David",Illinois,93rd Congress (1973-1975),Democrat
"WILSON, Charles Herbert",California,93rd Congress (1973-1975),Democrat
"SISK, Bernice Frederic",California,93rd Congress (1973-1975),Democrat
"UDALL, Morris King",Arizona,93rd Congress (1973-1975),Democrat
"SULLIVAN, Leonor Kretzer",Missouri,93rd Congress (1973-1975),Democrat
"KARTH, Joseph Edward",Minnesota,93rd Congress (1973-1975),Democrat
"DANIELS, Dominick Vincent",New Jersey,93rd Congress (1973-1975),Democrat
"ROONEY, John James",New York,93rd Congress (1973-1975),Democrat
"DENT, John Herman",Pennsylvania,93rd Congress (1973-1975),Democrat
"WRIGHT, James Claude, Jr.",Texas,93rd Congress (1973-1975),Democrat
"KLUCZYNSKI, John Carl",Illinois,93rd Congress (1973-1975),Democrat
"BERGLAND, Robert Selmer",Minnesota,93rd Congress (1973-1975),Democrat
"MATSUNAGA, Spark Masayuki",Hawaii,93rd Congress (1973-1975),Democrat
"FLOOD, Daniel John",Pennsylvania,93rd Congress (1973-1975),Democrat
"LONG, Gillis William",Louisiana,93rd Congress (1973-1975),Democrat
"ULLMAN, Albert Conrad",Oregon,93rd Congress (1973-1975),Democrat
"VANIK, Charles Albert",Ohio,93rd Congress (1973-1975),Democrat
"VANDER VEEN, Richard Franklin",Michigan,93rd Congress (1973-1975),Democrat
"RYAN, Leo Joseph",California,93rd Congress (1973-1975),Democrat
"GRAY, Kenneth James",Illinois,93rd Congress (1973-1975),Democrat
"KYROS, Peter Nicholas",Maine,93rd Congress (1973-1975),Democrat
"BOGGS, Corinne Claiborne (Lindy)",Louisiana,93rd Congress (1973-1975),Democrat
"JONES, Robert Emmett, Jr.",Alabama,93rd Congress (1973-1975),Democrat
"ST. GERMAIN, Fernand Joseph",Rhode Island,93rd Congress (1973-1975),Democrat
"ZABLOCKI, Clement John",Wisconsin,93rd Congress (1973-1975),Democrat
"FOLEY, Thomas Stephen",Washington,93rd Congress (1973-1975),Democrat
"CAREY, Hugh Leo",New York,93rd Congress (1973-1975),Democrat
"ASHLEY, Thomas William Ludlow",Ohio,93rd Congress (1973-1975),Democrat
"ROONEY, Frederick Bernard",Pennsylvania,93rd Congress (1973-1975),Democrat
"MOLLOHAN, Robert Homer",West Virginia,93rd Congress (1973-1975),Democrat
"McCORMACK, Mike",Washington,93rd Congress (1973-1975),Democrat
"HANNA, Richard Thomas",California,93rd Congress (1973-1975),Democrat
"STAGGERS, Harley Orrin",West Virginia,93rd Congress (1973-1975),Democrat
"GRIFFITHS, Martha Wright",Michigan,93rd Congress (1973-1975),Democrat
"EVINS, Joseph Landon",Tennessee,93rd Congress (1973-1975),Democrat
"PERKINS, Carl Dewey",Kentucky,93rd Congress (1973-1975),Democrat
"YOUNG, John Andrew",Texas,93rd Congress (1973-1975),Democrat
"BIAGGI, Mario",New York,93rd Congress (1973-1975),Democrat
"FULTON, Richard Harmon",Tennessee,93rd Congress (1973-1975),Democrat
"HUNGATE, William Leonard",Missouri,93rd Congress (1973-1975),Democrat
"SYMINGTON, James Wadsworth",Missouri,93rd Congress (1973-1975),Democrat
"EVANS, Frank Edward",Colorado,93rd Congress (1973-1975),Democrat
"TRAXLER, Jerome Bob",Michigan,93rd Congress (1973-1975),Democrat
"MELCHER, John",Montana,93rd Congress (1973-1975),Democrat
"ROE, Robert A.",New Jersey,93rd Congress (1973-1975),Democrat
"ASPIN, Leslie",Wisconsin,93rd Congress (1973-1975),Democrat
"ROSE, Charles Grandison, III",North Carolina,93rd Congress (1973-1975),Democrat
"GIAIMO, Robert Nicholas",Connecticut,93rd Congress (1973-1975),Democrat
"COTTER, William Ross",Connecticut,93rd Congress (1973-1975),Democrat
"SMITH, Neal Edward",Iowa,93rd Congress (1973-1975),Democrat
"VIGORITO, Joseph Phillip",Pennsylvania,93rd Congress (1973-1975),Democrat
"HECHLER, Kenneth William",West Virginia,93rd Congress (1973-1975),Democrat
"MACDONALD, Torbert Hart",Massachusetts,93rd Congress (1973-1975),Democrat
"BOLAND, Edward Patrick",Massachusetts,93rd Congress (1973-1975),Democrat
"THORNTON, Raymond Hoyt (Ray), Jr.",Arkansas,93rd Congress (1973-1975),Democrat
"HANLEY, James Michael",New York,93rd Congress (1973-1975),Democrat
"STANTON, James Vincent",Ohio,93rd Congress (1973-1975),Democrat
"HAYS, Wayne Levere",Ohio,93rd Congress (1973-1975),Democrat
"DELANEY, James Joseph",New York,93rd Congress (1973-1975),Democrat
"MINISH, Joseph George",New Jersey,93rd Congress (1973-1975),Democrat
"DONOHUE, Harold Daniel",Massachusetts,93rd Congress (1973-1975),Democrat
"CLARK, Frank Monroe",Pennsylvania,93rd Congress (1973-1975),Democrat
"GRASSO, Ella Tambussi",Connecticut,93rd Congress (1973-1975),Democrat
"NATCHER, William Huston",Kentucky,93rd Congress (1973-1975),Democrat
"SHIPLEY, George Edward",Illinois,93rd Congress (1973-1975),Democrat
"SLACK, John Mark, Jr.",West Virginia,93rd Congress (1973-1975),Democrat
"STEED, Thomas Jefferson",Oklahoma,93rd Congress (1973-1975),Democrat
"GAYDOS, Joseph Matthew",Pennsylvania,93rd Congress (1973-1975),Democrat
"LONG, Clarence Dickinson",Maryland,93rd Congress (1973-1975),Democrat
"PREYER, Lunsford Richardson",North Carolina,93rd Congress (1973-1975),Democrat
"ANDERSON, Glenn Malcolm",California,93rd Congress (1973-1975),Democrat
"LITTON, Jerry Lon",Missouri,93rd Congress (1973-1975),Democrat
"MURTHA, John Patrick, Jr.",Pennsylvania,93rd Congress (1973-1975),Democrat
"WOLFF, Lester Lionel",New York,93rd Congress (1973-1975),Democrat
"JONES, Walter Beaman, Sr.",North Carolina,93rd Congress (1973-1975),Democrat
"de la GARZA, Eligio, II (Kika)",Texas,93rd Congress (1973-1975),Democrat
"McKAY, Koln Gunn",Utah,93rd Congress (1973-1975),Democrat
"OWENS, Douglas Wayne",Utah,93rd Congress (1973-1975),Democrat
"DULSKI, Thaddeus Joseph",New York,93rd Congress (1973-1975),Democrat
"ROY, William Robert",Kansas,93rd Congress (1973-1975),Democrat
"STUBBLEFIELD, Frank Albert",Kentucky,93rd Congress (1973-1975),Democrat
"DAVIS, Mendel Jackson",South Carolina,93rd Congress (1973-1975),Democrat
"JONES, Ed",Tennessee,93rd Congress (1973-1975),Democrat
"GREEN, Edith Starrett",Oregon,93rd Congress (1973-1975),Democrat
"MILLS, Wilbur Daigh",Arkansas,93rd Congress (1973-1975),Democrat
"McSPADDEN, Clem Rogers",Oklahoma,93rd Congress (1973-1975),Democrat
"ROUSH, John Edward",Indiana,93rd Congress (1973-1975),Democrat
"GIBBONS, Sam Melville",Florida,93rd Congress (1973-1975),Democrat
